geo	year	month	backing_unsafely_mtd	brake_lights_defect_or_improper_mtd	bus_lane_driving_in_mtd	cell_phone_mtd	commercial_veh_on_pkwy_mtd	defective_brakes_mtd	disobey_sign_mtd	equipment_other_mtd	fail_to_keep_right_mtd	fail_to_signal_mtd	fail_to_stop_on_signal_mtd	following_too_closely_mtd	headlights_defect_or_improper_mtd	improper_lights_mtd	improper_passing_mtd	improper_turn_mtd	improper_missing_plates_mtd	not_giving_r_of_w_to_pedes_mtd	not_giving_r_of_w_to_veh_mtd	one_way_street_mtd	pavement_markings_mtd	safety_belt_mtd	school_bus_passing_stopped_mtd	speeding_mtd	spillback_mtd	tinted_windows_mtd	truck_routes_mtd	u_turn_mtd	uninspected_mtd	uninsured_mtd	unlicensed_operator_mtd	unregistered_mtd	unsafe_lane_change_mtd	other_movers_mtd	total_movers_mtd	backing_unsafely_ytd	brake_lights_defect_or_improper_ytd	bus_lane_driving_in_ytd	cell_phone_ytd	commercial_veh_on_pkwy_ytd	defective_brakes_ytd	disobey_sign_ytd	equipment_other_ytd	fail_to_keep_right_ytd	fail_to_signal_ytd	fail_to_stop_on_signal_ytd	following_too_closely_ytd	headlights_defect_or_improper_ytd	improper_lights_ytd	improper_passing_ytd	improper_turn_ytd	improper_missing_plates_ytd	not_giving_r_of_w_to_pedes_ytd	not_giving_r_of_w_to_veh_ytd	one_way_street_ytd	pavement_markings_ytd	safety_belt_ytd	school_bus_passing_stopped_ytd	speeding_ytd	spillback_ytd	tinted_windows_ytd	truck_routes_ytd	u_turn_ytd	uninspected_ytd	uninsured_ytd	unlicensed_operator_ytd	unregistered_ytd	unsafe_lane_change_ytd	other_movers_ytd	total_movers_ytd
25th Precinct	2012	8	1	21	0	113	0	1	5	3	0	0	8	0	17	0	0	81	1	8	0	20	25	181	0	0	0	3	30	0	1	3	16	1	0	37	576	4	198	0	990	0	13	57	35	0	7	39	0	135	5	0	629	14	79	2	52	157	1286	30	3	2	57	209	9	31	77	138	29	9	200	4496
26th Precinct	2012	8	0	42	0	72	0	4	41	0	0	5	37	0	23	0	0	33	0	5	1	1	15	56	0	32	37	43	0	0	1	20	12	3	0	25	508	7	308	0	941	0	11	395	19	6	40	237	18	243	1	3	258	8	143	28	11	242	405	42	462	300	193	0	30	3	218	159	30	29	283	5073
28th Precinct	2012	8	0	7	0	139	0	8	94	18	0	6	43	0	1	0	1	17	0	6	2	1	0	151	0	18	0	30	9	48	2	14	18	3	1	37	674	6	130	0	961	0	10	652	138	1	42	258	2	58	0	3	134	4	89	7	2	4	853	33	206	5	132	49	281	11	155	154	32	15	253	4680
30th Precinct	2012	8	1	22	0	154	0	0	57	6	1	4	26	0	4	0	4	41	3	25	0	1	13	110	0	4	0	2	11	2	0	14	24	3	3	17	552	7	230	0	1171	1	15	689	68	1	99	358	0	98	1	78	391	20	150	10	11	186	953	47	58	1	72	186	52	10	128	256	18	16	137	5518
32nd Precinct	2012	8	3	42	0	131	0	3	91	22	1	30	21	0	37	0	2	19	1	4	3	8	58	148	0	11	0	64	19	3	7	52	27	7	10	38	862	21	382	0	1330	0	23	1053	71	2	218	170	3	388	10	4	224	17	108	13	29	363	986	41	135	6	938	200	36	54	476	271	105	73	254	8004
33rd Precinct	2012	8	0	38	0	99	1	0	24	1	0	4	11	0	27	1	0	2	6	6	0	4	0	120	0	5	0	26	11	1	1	16	17	5	0	14	440	6	313	0	1329	6	8	470	33	2	45	85	2	176	8	3	48	29	105	4	20	0	989	40	125	4	184	109	13	15	175	172	58	6	136	4718
34th Precinct	2012	8	0	39	0	42	0	4	66	19	0	4	12	0	13	0	3	17	5	9	0	1	32	75	0	0	0	29	0	0	11	10	29	4	0	18	442	2	379	0	681	0	9	677	112	5	23	186	0	185	0	11	258	16	84	1	5	66	550	40	29	0	167	10	7	29	91	183	42	3	142	3993
40th Precinct	2012	8	3	32	0	230	0	0	47	2	2	23	37	0	25	0	4	27	0	1	10	2	21	160	0	52	0	211	0	5	2	97	74	18	3	35	1123	33	103	0	1371	0	5	485	4	26	110	416	34	111	5	43	592	2	47	116	22	270	856	20	245	24	1520	0	35	5	496	694	81	34	200	8005
41st Precinct	2012	8	0	11	0	23	0	0	87	5	0	3	12	0	6	0	0	22	3	0	1	2	5	24	0	18	0	19	2	1	4	39	29	8	0	4	328	5	165	0	296	0	0	1052	21	0	28	169	1	142	1	2	302	14	10	12	16	155	463	14	251	22	286	53	15	39	391	317	96	15	56	4409
42nd Precinct	2012	8	1	4	0	90	0	0	72	2	0	0	25	0	5	1	1	61	0	7	1	1	6	43	0	5	0	88	0	19	4	31	22	1	3	7	500	9	29	0	807	2	7	614	2	0	20	499	1	47	11	5	943	0	38	9	3	104	598	107	148	5	630	4	20	29	202	294	76	7	125	5395
43rd Precinct	2012	8	5	63	0	34	0	0	30	1	0	15	20	0	119	1	0	49	1	3	0	0	14	46	0	0	1	39	0	6	0	15	63	7	4	17	553	21	1080	1	306	15	36	304	32	8	133	285	1	1232	4	1	501	16	23	5	11	143	687	11	80	91	426	11	63	10	144	494	70	28	286	6559
44th Precinct	2012	8	2	25	0	50	0	0	123	9	0	0	6	0	24	0	0	14	5	0	0	1	4	98	0	2	2	133	0	4	3	50	61	20	5	5	646	16	182	0	758	0	8	1696	166	2	43	90	1	202	1	1	88	81	16	2	8	46	1261	12	77	15	744	2	55	73	346	587	177	19	105	6880
45th Precinct	2012	8	0	29	0	38	0	0	60	1	0	8	20	0	7	0	1	2	1	0	0	8	11	77	0	55	0	61	0	8	0	66	35	3	2	16	509	2	123	0	407	1	66	418	8	0	25	146	1	93	2	2	16	3	19	1	32	89	603	14	257	0	854	0	23	15	287	211	27	3	118	3866
46th Precinct	2012	8	0	98	0	140	0	0	120	43	0	8	12	0	102	1	1	44	0	1	2	1	7	67	0	0	0	401	0	1	2	167	81	10	3	156	1468	9	427	0	1015	0	7	848	129	0	83	129	3	337	5	6	172	6	13	6	8	58	444	7	87	0	2275	3	31	16	862	453	121	19	546	8125
47th Precinct	2012	8	2	26	0	64	0	0	13	0	0	9	3	0	18	0	1	23	0	0	0	1	3	174	0	0	0	118	0	3	6	110	74	11	0	10	669	3	191	0	416	0	0	99	0	0	16	38	1	157	0	2	145	0	15	1	1	10	1333	9	141	0	1000	0	5	43	845	359	135	3	62	5030
48th Precinct	2012	8	1	19	0	199	0	0	37	0	0	2	39	1	11	0	2	209	0	7	1	0	18	142	0	179	18	17	11	8	0	15	90	12	3	10	1051	1	61	8	1259	0	0	206	0	0	11	190	15	56	0	16	732	2	38	5	8	98	824	17	1084	75	912	28	56	2	87	508	60	10	79	6448
49th Precinct	2012	8	1	17	0	53	1	0	53	0	1	2	8	0	9	0	0	14	0	0	0	0	0	80	0	3	0	27	0	0	2	37	43	6	1	2	360	14	350	0	314	1	0	945	0	14	3	43	1	162	0	12	212	0	37	1	4	0	489	7	65	5	277	25	1	36	277	399	43	12	66	3815
50th Precinct	2012	8	2	5	0	152	0	0	78	0	0	3	16	0	3	0	0	0	0	0	0	1	0	120	0	11	0	54	0	1	2	24	22	3	0	17	514	7	78	0	1243	0	3	633	45	1	38	61	0	116	1	1	27	5	1	1	20	13	1147	9	55	0	260	1	6	6	172	132	16	3	86	4187
52nd Precinct	2012	8	1	71	0	111	0	0	50	4	0	15	16	2	141	2	1	78	8	2	3	2	12	67	0	0	1	144	0	24	4	57	86	37	2	46	987	3	357	1	1190	9	0	181	15	3	60	127	3	624	12	5	956	40	16	10	11	166	605	12	11	7	1545	18	96	85	417	723	237	21	231	7797
60th Precinct	2012	8	2	3	0	76	0	0	98	0	0	9	14	0	0	0	1	5	0	3	0	3	3	54	0	5	0	86	0	0	0	15	22	1	3	10	413	7	46	0	1147	0	0	1107	0	0	77	206	2	35	0	10	165	2	96	17	28	118	682	36	153	1	832	15	9	4	167	279	18	20	177	5456
61st Precinct	2012	8	0	7	0	142	0	0	12	5	0	4	5	0	8	0	2	6	1	7	2	0	2	183	0	1	1	41	0	1	2	55	16	7	0	13	523	2	34	0	1480	0	0	164	21	0	26	91	3	50	4	11	48	5	165	8	6	25	2297	6	112	1	549	113	4	12	335	197	44	14	188	6015
62nd Precinct	2012	8	1	60	0	178	0	0	92	1	1	6	55	0	19	0	4	38	8	5	1	9	14	163	1	18	1	97	2	4	1	51	48	6	7	57	948	6	400	0	1669	1	8	729	18	1	161	534	4	115	13	35	351	32	121	22	93	202	1840	43	133	6	1000	130	19	12	542	541	79	16	298	9174
63rd Precinct	2012	8	1	0	0	127	0	0	124	0	0	20	13	0	1	0	3	9	0	4	0	2	15	38	0	0	0	38	0	2	1	9	28	2	1	22	460	11	16	0	1363	0	0	1213	1	3	73	256	10	9	2	39	150	0	66	7	7	102	787	18	58	7	712	33	7	1	87	263	13	30	167	5511
66th Precinct	2012	8	0	11	0	101	0	0	57	0	0	17	14	0	5	0	0	1	3	8	0	0	3	163	0	11	0	85	18	6	1	76	40	11	1	32	664	7	89	0	1070	0	1	830	1	0	160	168	1	27	0	1	89	14	177	9	1	10	1678	54	113	1	361	197	6	36	564	406	94	9	260	6434
67th Precinct	2012	8	4	32	0	171	0	0	15	2	0	22	54	1	32	0	2	1	3	3	3	3	7	181	0	3	2	510	0	55	22	303	131	39	2	44	1647	25	217	0	1633	0	2	210	5	1	96	356	2	240	10	11	20	50	47	12	14	72	1778	29	37	26	3819	52	316	191	1771	848	202	29	413	12534
68th Precinct	2012	8	2	91	0	109	0	0	121	0	0	3	23	0	54	0	0	25	1	12	0	1	1	92	0	2	1	101	15	3	0	63	34	8	1	29	792	4	320	0	1212	0	0	729	9	1	32	256	1	281	0	3	165	7	158	5	12	11	1225	42	44	14	488	180	9	1	398	426	33	11	143	6220
69th Precinct	2012	8	2	43	0	144	0	0	41	4	1	2	28	0	18	0	11	50	1	5	0	0	35	137	1	9	0	47	1	1	2	59	34	10	0	21	707	13	571	0	1272	0	0	343	44	1	2	169	2	245	35	291	361	16	43	18	2	192	1270	35	132	5	930	40	4	28	504	344	105	2	184	7203
70th Precinct	2012	8	1	0	0	120	0	0	69	1	0	0	16	0	0	36	1	75	0	14	2	1	0	130	0	1	22	91	2	0	0	76	69	11	4	8	750	9	0	0	2296	0	0	1025	32	3	1	404	2	0	434	15	855	1	212	53	54	0	1855	60	69	161	1188	15	3	33	897	713	154	89	609	11242
71st Precinct	2012	8	0	85	0	262	3	0	256	5	0	21	52	1	60	4	4	42	18	14	3	2	69	139	0	27	4	288	1	0	20	129	81	43	0	18	1651	35	879	0	1681	7	0	3347	17	0	232	514	5	495	9	48	403	63	126	43	35	511	1047	27	102	57	1426	36	11	98	1032	736	289	8	132	13451
72nd Precinct	2012	8	1	25	0	68	0	1	41	0	0	13	17	2	18	0	1	23	12	1	2	2	32	55	0	12	0	70	1	12	1	40	48	13	1	12	524	7	169	0	619	0	8	514	39	3	81	202	9	173	6	13	248	79	47	5	8	297	546	31	127	12	344	27	70	17	279	427	122	15	138	4682
73rd Precinct	2012	8	3	79	0	238	0	0	49	17	0	49	49	0	133	0	4	57	11	6	8	4	22	124	1	5	13	257	2	0	17	136	87	20	2	47	1440	23	1130	0	2110	1	0	873	86	5	361	382	6	626	0	34	314	132	66	95	38	274	1028	33	71	76	1645	11	0	216	1220	807	180	16	468	12327
75th Precinct	2012	8	0	59	0	94	0	0	47	0	0	76	69	1	16	55	9	19	2	2	1	13	40	212	0	0	1	172	2	6	32	187	133	63	6	573	1890	17	461	0	1170	0	0	763	12	1	434	558	16	133	510	68	395	66	46	9	46	464	2082	32	54	10	2677	22	40	301	1609	1218	490	107	4360	18171
76th Precinct	2012	8	0	28	0	222	0	0	19	4	0	7	7	1	17	0	0	19	0	3	0	2	57	158	0	10	0	66	3	1	1	31	17	7	1	3	684	7	215	0	1941	0	1	136	23	0	79	80	3	171	0	3	136	4	60	1	40	301	1380	9	31	4	466	14	1	12	180	153	41	6	77	5575
77th Precinct	2012	8	3	28	0	113	0	0	45	6	0	4	32	0	71	0	1	11	2	2	4	3	2	121	0	0	12	28	4	1	1	40	46	18	4	12	614	15	281	0	1274	0	0	538	73	0	29	352	7	430	8	27	80	17	4	29	37	27	848	36	39	80	489	12	13	17	333	366	135	19	197	5812
78th Precinct	2012	8	1	5	1	111	0	0	44	0	0	17	28	0	16	0	4	13	0	4	0	3	5	60	0	0	9	65	0	4	1	18	27	4	10	21	471	19	53	1	1258	0	11	247	15	0	119	433	4	93	2	29	57	2	89	7	23	110	727	43	90	67	527	35	28	2	108	255	34	94	190	4772
79th Precinct	2012	8	2	67	0	118	0	0	189	6	0	0	33	1	60	0	5	32	6	0	1	2	31	79	1	17	2	43	11	8	8	46	72	23	0	19	882	28	539	0	1007	0	0	2073	13	0	2	281	4	381	0	41	339	62	14	10	22	103	660	35	123	17	440	82	95	101	344	467	222	1	137	7643
81st Precinct	2012	8	1	140	0	181	0	0	45	2	2	21	37	1	88	0	3	1	1	4	0	3	2	118	1	23	1	71	0	0	4	46	60	14	0	17	887	11	674	0	1719	0	4	588	17	3	173	276	10	661	0	14	23	3	32	3	21	20	1098	27	86	30	793	4	10	29	443	512	104	6	68	7462
83rd Precinct	2012	8	5	31	0	113	0	5	190	3	1	54	86	0	18	0	6	2	4	2	0	16	3	107	2	2	0	12	22	2	3	60	137	27	0	12	925	26	296	0	958	0	11	1888	92	5	225	452	7	184	45	24	56	37	15	25	94	34	646	23	5	6	234	120	20	48	517	1242	179	6	88	7608
84th Precinct	2012	8	1	51	0	91	0	0	72	0	0	35	1	0	57	0	3	96	0	3	0	22	88	86	1	14	0	64	6	3	6	72	52	10	0	31	865	3	251	0	935	1	13	991	0	0	263	21	7	503	1	181	1125	3	49	2	156	725	791	26	33	6	596	59	48	106	617	479	126	0	346	8463
88th Precinct	2012	8	1	12	0	178	0	0	122	0	0	2	54	0	6	0	0	21	1	0	3	5	26	87	0	1	0	0	0	0	1	48	39	7	0	21	635	4	92	0	1345	0	0	965	6	0	22	452	1	132	0	7	162	14	1	5	36	331	870	23	30	2	93	3	2	18	499	311	97	6	148	5677
90th Precinct	2012	8	1	36	0	197	0	2	50	0	0	2	19	0	10	0	1	32	0	0	0	3	1	131	0	1	0	15	0	1	1	24	22	1	0	13	563	7	185	1	1930	5	2	819	31	0	30	263	1	106	34	29	168	10	10	5	81	34	1426	35	51	1	211	84	11	42	314	266	28	4	187	6411
94th Precinct	2012	8	0	11	0	120	0	0	135	1	0	10	26	0	3	0	0	39	0	0	0	8	70	56	0	24	0	9	8	0	0	26	44	2	1	19	612	8	152	0	1088	0	3	1175	77	1	89	342	3	113	1	12	474	13	4	13	45	240	782	5	382	2	279	142	3	12	265	379	60	4	125	6293
100th Precinct	2012	8	0	9	0	73	0	0	45	0	0	0	6	2	2	1	5	22	0	1	0	0	22	83	0	2	0	20	0	0	1	29	62	2	0	17	404	3	60	0	626	0	0	520	2	1	2	129	5	105	1	67	213	0	26	11	1	181	767	9	87	0	1068	1	0	33	217	624	26	1	250	5036
101st Precinct	2012	8	0	58	0	132	0	0	29	5	0	3	17	2	42	0	2	2	3	2	0	5	11	75	0	6	0	91	0	1	11	64	74	10	0	13	658	10	455	0	942	0	0	357	75	1	85	162	4	294	2	46	26	23	36	13	24	170	739	21	94	3	284	13	2	91	664	634	73	4	135	5482
102nd Precinct	2012	8	2	13	0	90	0	0	137	0	0	2	3	2	5	0	2	40	0	3	0	1	9	108	0	9	0	72	0	0	3	46	49	9	8	30	643	6	99	0	961	0	9	1288	1	0	43	161	2	52	31	19	180	13	90	8	11	41	1273	13	119	3	653	23	10	14	443	370	70	12	164	6182
103rd Precinct	2012	8	3	1	0	156	0	1	244	1	0	14	12	0	0	0	0	59	5	1	2	3	62	131	1	2	2	539	3	5	5	40	98	9	3	81	1483	11	41	0	1210	0	1	2447	1	5	162	168	3	14	12	9	398	44	170	19	36	191	1349	23	58	24	4957	58	197	43	265	833	83	18	462	13312
104th Precinct	2012	8	0	0	0	120	0	0	48	0	0	0	18	0	0	0	2	1	0	6	0	0	1	177	0	1	0	127	34	0	0	67	73	0	0	86	761	2	0	0	1032	0	0	386	0	0	5	105	0	0	0	10	11	0	96	0	2	30	1385	31	67	2	941	347	0	0	385	584	0	0	774	6195
105th Precinct	2012	8	0	140	0	182	0	0	71	1	1	5	5	0	53	0	1	10	1	2	0	0	29	281	0	16	0	145	0	0	18	186	67	15	0	29	1258	6	820	0	1306	1	0	547	6	3	71	123	3	353	4	33	131	18	59	3	12	478	2743	49	182	0	1962	172	10	268	1587	738	132	6	399	12225
106th Precinct	2012	8	0	0	0	48	0	0	30	0	1	0	62	1	0	84	4	54	0	2	2	0	14	126	1	1	0	61	2	0	7	88	45	8	4	16	661	14	0	0	558	0	0	560	0	6	0	727	9	0	706	19	1015	0	60	28	6	121	1195	15	104	10	962	78	0	61	938	512	119	56	234	8113
107th Precinct	2012	8	1	54	0	137	0	0	147	5	0	1	8	0	12	8	0	99	0	1	3	0	21	184	0	10	0	19	0	0	0	17	46	3	0	43	819	5	512	0	1028	0	0	1325	20	0	69	100	3	202	53	8	1706	3	49	43	10	197	1845	13	178	0	373	0	0	10	340	600	35	3	115	8845
108th Precinct	2012	8	0	14	0	133	0	0	72	0	0	1	35	0	2	0	0	62	1	2	0	1	4	137	0	32	0	13	2	0	8	25	56	1	0	46	647	9	193	0	1326	0	0	1092	7	4	24	321	3	112	5	1	1118	4	113	33	20	103	1309	12	171	7	134	150	0	51	249	462	55	11	372	7471
109th Precinct	2012	8	1	3	0	344	0	0	316	23	1	16	72	0	0	0	5	20	10	9	3	6	11	260	0	14	1	168	22	1	11	45	92	10	1	69	1534	9	26	0	3466	0	0	3390	75	3	88	884	3	13	1	22	278	61	283	56	38	173	3133	49	142	26	1158	302	43	90	265	931	123	37	588	15756
110th Precinct	2012	8	0	6	0	192	0	0	60	2	1	7	25	1	13	4	3	3	0	39	1	7	4	364	0	308	0	24	9	5	9	136	168	14	3	25	1433	11	62	0	1793	0	0	705	6	2	147	325	3	71	38	16	30	34	312	5	107	89	2803	24	2890	2	471	87	23	69	746	1217	91	16	383	12578
111th Precinct	2012	8	0	0	0	272	0	0	19	0	0	6	14	0	0	7	1	1	1	2	0	2	13	201	0	4	0	92	0	3	4	19	51	14	1	32	759	0	10	0	2536	0	0	241	0	0	53	92	2	5	20	3	20	2	55	0	6	292	2708	19	93	1	938	25	30	85	194	482	64	15	312	8303
112th Precinct	2012	8	0	2	0	101	0	0	82	2	0	4	20	0	0	1	2	2	3	3	1	2	3	279	0	69	0	28	1	0	2	70	71	10	0	32	790	5	25	0	1191	0	0	1245	13	0	45	233	6	7	1	15	10	23	81	10	25	21	2885	33	171	2	307	33	2	12	537	460	42	8	203	7651
113th Precinct	2012	8	0	54	0	106	0	0	88	0	0	0	42	0	13	0	2	116	0	2	0	0	21	67	0	5	0	314	0	0	8	89	112	15	0	56	1110	12	708	0	1212	0	0	849	27	0	2	286	6	86	60	34	1388	10	10	22	2	184	776	11	61	19	5065	71	5	82	831	1087	168	2	675	13751
114th Precinct	2012	8	1	0	0	249	1	0	232	8	1	14	17	1	0	17	3	8	0	9	1	3	5	204	0	20	0	110	43	0	2	75	62	3	0	58	1147	15	0	0	2696	1	0	1952	80	4	109	373	8	0	136	29	75	11	147	13	28	134	2110	18	236	9	666	200	0	46	502	574	24	2	384	10582
115th Precinct	2012	8	6	0	0	170	0	1	138	12	0	6	55	0	0	63	3	22	13	23	2	19	7	221	0	11	0	63	49	19	14	308	294	27	7	88	1641	21	207	0	1774	14	1	959	91	2	92	570	2	211	254	40	206	32	316	7	286	75	2044	12	131	12	731	126	89	157	2325	2619	207	9	732	14354
120th Precinct	2012	8	4	147	0	200	0	0	96	28	0	30	48	1	105	0	3	2	21	6	2	6	80	181	1	45	0	81	0	3	17	137	239	44	3	77	1607	26	707	0	1415	0	0	627	342	9	262	373	10	610	0	31	47	154	27	28	37	455	1516	32	639	3	795	0	23	178	901	1650	328	20	501	11746
122nd Precinct	2012	8	1	63	2	140	7	0	77	12	0	38	28	4	46	0	2	2	18	1	21	7	36	115	0	148	0	62	0	19	7	60	73	9	14	127	1139	6	743	2	1820	49	1	972	132	9	444	283	34	468	0	25	33	138	37	176	40	423	1275	93	779	12	726	4	153	83	571	679	141	82	1153	11586
123rd Precinct	2012	8	0	55	0	69	0	3	25	0	0	2	12	3	51	5	10	19	10	1	0	0	28	121	0	92	0	23	1	0	14	84	51	17	0	11	707	4	319	0	668	0	6	312	19	18	95	178	10	307	59	43	327	44	4	10	5	205	1404	11	1041	3	655	11	2	169	787	523	114	2	135	7490
Citywide	2012	8	94	2698	696	12059	68	35	10165	911	20	1197	2647	73	2074	325	339	3971	222	892	129	406	1659	10594	19	5509	315	7221	527	358	470	4909	4707	944	398	5674	82325	817	21392	6612	103383	598	329	94899	7472	248	9595	26407	817	16624	2919	3762	41206	1741	8228	1546	3213	14924	98810	2920	50016	3805	69139	5038	2667	4776	38991	40528	8002	2937	45081	739442
Transportation Bureau	2012	8	6	65	684	1388	55	2	2913	576	1	180	382	42	35	7	158	566	7	252	7	29	229	836	0	4100	45	1080	41	1	94	200	410	95	71	2258	16815	64	543	6417	6932	468	2	24264	4561	45	1808	4495	462	435	81	1739	8759	85	889	270	156	3517	9209	732	36863	662	10647	321	9	743	1803	3487	795	561	19042	150866
Housing Bureau	2012	8	0	4	0	6	0	0	3	0	0	0	5	0	2	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	5	0	0	2	32	4	18	0	14	0	0	22	1	2	5	17	1	14	1	4	5	6	0	0	3	3	13	4	0	1	4	0	2	0	10	25	3	1	13	196
Patrol Bureau	2012	8	88	2629	12	10665	13	33	7249	335	19	1017	2260	31	2037	317	181	3404	215	640	122	377	1429	9757	19	1409	269	6141	486	357	376	4709	4292	849	327	3413	65477	749	20831	195	96433	130	327	70613	2910	201	7780	21887	354	16175	2837	2019	32442	1650	7339	1276	3054	11404	89588	2184	13153	3142	58488	4717	2656	4033	37178	37015	7204	2375	25986	588325
Brooklyn North	2012	8	17	514	0	1443	0	7	944	35	3	253	406	3	462	55	32	310	27	19	17	79	285	1121	6	87	29	671	55	21	73	685	692	185	13	764	9313	142	4061	1	13536	7	33	10673	407	15	1628	3379	62	3269	599	437	3136	357	241	196	576	2252	10231	275	874	230	7457	539	242	890	6161	6047	1621	169	6124	85867
Brooklyn South	2012	8	15	390	1	1831	3	1	989	22	2	141	326	5	248	40	33	307	47	83	13	28	243	1553	2	99	40	1585	43	89	52	925	595	162	31	290	10234	152	3009	1	18641	8	31	10594	225	13	1139	3669	48	1934	515	509	3048	275	1407	207	323	1951	17112	433	1201	362	12642	887	487	447	6864	5588	1228	343	2976	98269
Bronx	2012	8	18	400	0	1184	1	0	770	67	3	88	214	3	470	5	11	543	18	21	18	19	101	1098	0	325	22	1312	13	80	29	708	680	136	26	325	8708	123	3146	10	9382	28	132	7481	422	54	570	2193	62	3279	42	96	4686	169	273	169	144	1152	9310	239	2501	244	10729	145	406	359	4526	5171	1139	174	1960	70516
Manhattan North	2012	8	7	474	4	1625	1	20	1135	90	4	148	373	1	247	2	20	491	23	220	15	115	217	1315	5	78	38	358	104	60	42	290	257	53	27	323	8182	78	3835	30	14863	20	106	9680	660	26	1043	3277	35	2301	30	156	4418	171	1763	96	713	1304	9409	506	1177	365	3088	1095	481	343	2795	2288	554	330	2371	69407
Manhattan South	2012	8	12	232	5	1668	0	0	1455	22	2	238	442	2	266	25	35	1209	14	182	21	74	202	1355	3	25	137	163	105	51	39	516	285	93	186	775	9839	79	1793	151	12451	2	7	12411	299	26	1602	3776	31	2482	268	351	9942	64	1684	123	602	1182	10267	243	157	1803	1726	350	451	452	4085	2342	767	1055	4584	77608
Queens North	2012	8	8	25	0	1581	1	1	967	47	3	54	256	2	15	92	19	119	28	93	8	40	48	1843	0	459	1	625	160	28	50	745	867	79	12	436	8712	72	523	0	15814	15	1	9970	272	15	563	2903	27	419	455	136	1748	167	1403	124	512	917	18377	198	3901	61	5346	1270	187	510	5203	7329	606	98	3748	82890
Queens South	2012	8	6	329	0	924	0	1	791	12	2	25	155	7	127	93	16	402	9	14	7	9	189	1055	2	51	2	1261	5	6	53	559	553	71	15	285	7036	67	2695	0	7843	1	10	7893	132	16	434	1856	35	1106	869	235	5057	111	500	147	102	1563	10687	154	883	59	15324	416	224	602	5285	5398	706	102	2434	72946
Staten Island	2012	8	5	265	2	409	7	3	198	40	0	70	88	8	202	5	15	23	49	8	23	13	144	417	1	285	0	166	1	22	38	281	363	70	17	215	3453	36	1769	2	3903	49	7	1911	493	36	801	834	54	1385	59	99	407	336	68	214	82	1083	4195	136	2459	18	2176	15	178	430	2259	2852	583	104	1789	30822
Transit Bureau	2012	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	40	55
1st Precinct	2012	9	0	42	3	226	0	0	163	15	0	4	48	0	71	1	3	23	1	2	2	14	2	116	0	8	0	18	0	1	2	55	36	5	4	16	881	5	432	72	1826	0	0	1391	234	2	39	497	9	610	19	27	359	12	120	11	118	200	1026	10	49	15	337	0	13	46	722	318	100	43	264	8926
5th Precinct	2012	9	0	1	0	40	0	0	148	3	1	2	32	0	27	0	2	78	2	9	4	2	34	28	0	0	8	15	1	12	1	12	16	6	3	39	526	4	68	0	486	0	0	2359	24	6	25	314	4	240	0	27	1043	11	114	46	28	207	373	8	50	181	102	3	64	11	102	224	68	27	446	6665
6th Precinct	2012	9	0	5	0	107	0	0	163	0	0	10	44	1	30	1	0	68	0	2	0	1	75	109	0	3	2	21	0	1	1	18	32	2	5	19	720	10	80	0	1463	0	1	1316	4	1	53	378	3	277	7	12	543	5	88	11	28	462	1495	7	15	8	56	1	11	4	145	227	12	26	157	6906
7th Precinct	2012	9	1	0	0	124	0	0	171	0	0	4	16	0	0	11	0	24	1	25	2	0	0	73	2	0	6	14	7	0	3	15	7	4	1	33	544	3	0	0	1143	2	0	824	0	2	18	411	2	0	179	3	791	3	225	3	0	0	633	53	7	257	248	73	0	23	136	114	23	7	348	5531
9th Precinct	2012	9	5	4	0	187	0	0	78	7	0	51	101	1	4	0	3	37	2	13	1	3	9	107	3	0	3	11	0	0	1	19	44	2	8	42	746	14	45	2	1903	0	0	970	41	0	150	863	2	37	2	7	416	5	144	17	36	46	872	28	8	21	85	0	5	25	215	262	28	55	480	6784
10th Precinct	2012	9	3	35	0	116	0	0	32	0	1	5	21	0	35	4	4	48	0	7	1	17	8	200	0	4	2	23	10	0	22	24	39	11	1	112	785	20	239	0	1366	0	0	406	0	10	75	246	1	258	73	28	389	0	119	3	147	43	2220	15	24	42	250	89	19	218	297	366	138	66	686	7853
13th Precinct	2012	9	0	17	6	90	0	0	219	0	0	7	34	0	17	0	0	110	1	10	3	7	13	23	1	8	33	3	1	0	3	29	25	8	5	51	724	3	186	25	794	0	1	1690	12	0	43	382	3	126	0	7	991	5	121	14	92	96	278	66	19	366	64	17	2	12	281	203	94	41	307	6341
MTS Precinct	2012	9	1	23	0	241	0	0	222	0	0	9	31	0	55	0	0	116	0	30	0	2	1	244	0	0	69	32	22	26	3	124	45	7	20	278	1601	9	272	0	2292	0	0	2792	0	0	147	314	2	683	0	0	1544	8	566	1	86	5	2262	6	0	778	503	202	356	91	991	423	83	121	1565	16102
17th Precinct	2012	9	0	42	1	71	0	0	147	0	0	89	38	0	49	0	15	156	0	19	1	0	5	69	0	0	4	0	0	1	0	33	11	2	68	75	896	9	388	56	855	0	5	1324	7	1	1102	386	3	370	1	262	1468	3	233	22	22	208	696	30	7	141	117	5	4	13	949	207	105	726	559	10284
